feature,importance
cavalry_to_now,0.1272222615642702
ranged_to_now,0.11577978407435768
static_defense_to_now,0.11328011217185498
walls_gates_to_now,0.1078862052256606
upgrades_to_now,0.10719832702302788
losses_to_now,0.10218833711399938
structures_done_to_now,0.08092549965835469
units_born_to_now,0.07210178665628168
infantry_to_now,0.06319183884202889
siege_to_now,0.04427801449457783
snapshot_minute,0.03368057517719718
kills_to_now,0.03226725799838895
