cavalry_to_now,infantry_to_now,kills_to_now,losses_to_now,map_name,player_id,player_index,player_name,ranged_to_now,replay_id,result,siege_to_now,snapshot_minute,source_name,static_defense_to_now,structures_done_to_now,team_id,units_born_to_now,upgrades_to_now,walls_gates_to_now
232,0,2,295,Age of Knights,1,0,shermanator,116,0cca3040eb9545a4,Win,116,60,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,25,50,0,438,30,11
1,0,0,1,Age of Knights,2,1,MegaDuke,0,0cca3040eb9545a4,Undecided,0,5,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,0,3,0,20,13,0
1,12,0,9,Age of Knights,2,1,MegaDuke,2,0cca3040eb9545a4,Undecided,0,10,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,5,12,0,37,18,5
1,18,0,17,Age of Knights,2,1,MegaDuke,13,0cca3040eb9545a4,Undecided,0,15,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,7,19,0,61,20,5
1,28,0,35,Age of Knights,2,1,MegaDuke,17,0cca3040eb9545a4,Undecided,0,20,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,13,25,0,81,32,5
1,40,0,45,Age of Knights,2,1,MegaDuke,49,0cca3040eb9545a4,Undecided,0,25,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,14,30,0,136,34,5
1,79,0,51,Age of Knights,2,1,MegaDuke,73,0cca3040eb9545a4,Undecided,0,30,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,14,38,0,217,45,5
1,95,0,221,Age of Knights,2,1,MegaDuke,89,0cca3040eb9545a4,Undecided,0,45,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,15,39,0,252,47,5
1,95,0,222,Age of Knights,2,1,MegaDuke,89,0cca3040eb9545a4,Undecided,0,60,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,16,40,0,252,47,5
1,0,0,2,Age of Knights,3,2,Spanky,0,0cca3040eb9545a4,Undecided,0,5,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,0,2,1,14,5,0
2,2,0,2,Age of Knights,3,2,Spanky,2,0cca3040eb9545a4,Undecided,0,10,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,2,8,1,21,5,1
3,5,0,5,Age of Knights,3,2,Spanky,7,0cca3040eb9545a4,Undecided,0,15,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,7,13,1,30,12,6
3,9,0,22,Age of Knights,3,2,Spanky,9,0cca3040eb9545a4,Undecided,0,20,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,12,18,1,36,16,10
3,18,0,22,Age of Knights,3,2,Spanky,11,0cca3040eb9545a4,Undecided,0,25,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,14,21,1,49,19,10
3,19,0,28,Age of Knights,3,2,Spanky,11,0cca3040eb9545a4,Undecided,0,30,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,15,23,1,56,26,11
9,24,0,91,Age of Knights,3,2,Spanky,20,0cca3040eb9545a4,Undecided,1,45,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,16,24,1,80,31,12
9,24,0,99,Age of Knights,3,2,Spanky,20,0cca3040eb9545a4,Undecided,1,60,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,16,24,1,80,31,12
1,0,0,1,Age of Knights,4,3,Jason,0,0cca3040eb9545a4,Undecided,0,5,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,0,1,1,18,3,0
1,0,0,3,Age of Knights,4,3,Jason,0,0cca3040eb9545a4,Undecided,0,10,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,0,4,1,33,3,0
1,2,0,3,Age of Knights,4,3,Jason,5,0cca3040eb9545a4,Undecided,0,15,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,0,7,1,52,3,0
1,17,0,41,Age of Knights,4,3,Jason,15,0cca3040eb9545a4,Undecided,0,20,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,1,8,1,83,9,0
3,25,0,43,Age of Knights,4,3,Jason,21,0cca3040eb9545a4,Undecided,0,25,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,2,11,1,99,9,0
7,33,0,65,Age of Knights,4,3,Jason,31,0cca3040eb9545a4,Undecided,0,30,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,2,17,1,143,15,0
31,66,0,208,Age of Knights,4,3,Jason,60,0cca3040eb9545a4,Undecided,12,45,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,2,17,1,238,24,0
31,66,0,257,Age of Knights,4,3,Jason,60,0cca3040eb9545a4,Undecided,12,60,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,2,17,1,239,24,0
1,1,0,1,Age of Knights,5,4,Player 5,0,0cca3040eb9545a4,Win,0,5,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,0,3,0,23,1,0
1,23,0,5,Age of Knights,5,4,Player 5,0,0cca3040eb9545a4,Win,0,10,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,0,10,0,68,4,0
1,60,0,16,Age of Knights,5,4,Player 5,4,0cca3040eb9545a4,Win,0,15,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,0,19,0,135,4,0
1,108,0,91,Age of Knights,5,4,Player 5,15,0cca3040eb9545a4,Win,0,20,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,0,21,0,215,4,0
1,141,0,99,Age of Knights,5,4,Player 5,24,0cca3040eb9545a4,Win,0,25,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,0,26,0,278,5,0
1,155,0,104,Age of Knights,5,4,Player 5,27,0cca3040eb9545a4,Win,0,30,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,0,29,0,302,5,0
1,197,0,186,Age of Knights,5,4,Player 5,32,0cca3040eb9545a4,Win,2,45,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,0,29,0,376,6,0
1,197,0,187,Age of Knights,5,4,Player 5,32,0cca3040eb9545a4,Win,2,60,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,0,29,0,377,6,0
0,0,0,0,Age of Knights,6,5,Player 7,0,0cca3040eb9545a4,Loss,0,5,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,0,0,1,0,0,0
0,0,0,0,Age of Knights,6,5,Player 7,0,0cca3040eb9545a4,Loss,0,10,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,0,0,1,0,0,0
0,0,0,0,Age of Knights,6,5,Player 7,0,0cca3040eb9545a4,Loss,0,15,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,0,0,1,0,0,0
0,0,0,0,Age of Knights,6,5,Player 7,0,0cca3040eb9545a4,Loss,0,20,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,0,0,1,0,0,0
0,0,0,0,Age of Knights,6,5,Player 7,0,0cca3040eb9545a4,Loss,0,25,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,0,0,1,0,0,0
0,0,0,0,Age of Knights,6,5,Player 7,0,0cca3040eb9545a4,Loss,0,30,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,0,0,1,0,0,0
0,0,0,0,Age of Knights,6,5,Player 7,0,0cca3040eb9545a4,Loss,0,45,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,0,0,1,0,0,0
0,0,0,0,Age of Knights,6,5,Player 7,0,0cca3040eb9545a4,Loss,0,60,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (14).SC2Replay,0,0,1,0,0,0
1,1,0,1,Age of Knights,1,0,TheRealNoima,0,d17c2d2501990384,Undecided,0,5,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (15).SC2Replay,0,2,0,23,3,0
1,11,0,3,Age of Knights,1,0,TheRealNoima,0,d17c2d2501990384,Undecided,0,10,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (15).SC2Replay,0,5,0,42,8,0
1,27,0,21,Age of Knights,1,0,TheRealNoima,2,d17c2d2501990384,Undecided,0,15,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (15).SC2Replay,0,12,0,75,12,0
1,58,0,31,Age of Knights,1,0,TheRealNoima,22,d17c2d2501990384,Undecided,1,20,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (15).SC2Replay,1,23,0,152,21,0
1,93,0,73,Age of Knights,1,0,TheRealNoima,34,d17c2d2501990384,Undecided,4,25,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (15).SC2Replay,1,26,0,211,25,0
1,93,0,73,Age of Knights,1,0,TheRealNoima,34,d17c2d2501990384,Undecided,4,30,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (15).SC2Replay,1,26,0,211,25,0
1,93,0,73,Age of Knights,1,0,TheRealNoima,34,d17c2d2501990384,Undecided,4,45,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (15).SC2Replay,1,26,0,211,25,0
1,93,0,73,Age of Knights,1,0,TheRealNoima,34,d17c2d2501990384,Undecided,4,60,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (15).SC2Replay,1,26,0,211,25,0
2,0,0,3,Age of Knights,2,1,shermanator,0,d17c2d2501990384,Undecided,0,5,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (15).SC2Replay,0,3,1,21,7,0
7,0,0,5,Age of Knights,2,1,shermanator,0,d17c2d2501990384,Undecided,0,10,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (15).SC2Replay,4,10,1,37,9,4
28,0,0,35,Age of Knights,2,1,shermanator,0,d17c2d2501990384,Undecided,0,15,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (15).SC2Replay,7,16,1,66,12,7
50,0,0,35,Age of Knights,2,1,shermanator,0,d17c2d2501990384,Undecided,0,20,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (15).SC2Replay,13,25,1,101,12,10
71,0,0,102,Age of Knights,2,1,shermanator,0,d17c2d2501990384,Undecided,0,25,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (15).SC2Replay,15,28,1,129,13,10
71,0,0,102,Age of Knights,2,1,shermanator,0,d17c2d2501990384,Undecided,0,30,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (15).SC2Replay,15,28,1,129,13,10
71,0,0,102,Age of Knights,2,1,shermanator,0,d17c2d2501990384,Undecided,0,45,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (15).SC2Replay,15,28,1,129,13,10
71,0,0,102,Age of Knights,2,1,shermanator,0,d17c2d2501990384,Undecided,0,60,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (15).SC2Replay,15,28,1,129,13,10
1,0,0,0,Age of Knights,1,0,shermanator,0,67591a9b6aaafcf8,Undecided,0,5,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,0,2,0,20,7,0
5,0,0,1,Age of Knights,1,0,shermanator,0,67591a9b6aaafcf8,Undecided,0,10,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,0,6,0,31,11,0
16,0,0,11,Age of Knights,1,0,shermanator,0,67591a9b6aaafcf8,Undecided,0,15,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,1,12,0,58,14,0
25,0,0,20,Age of Knights,1,0,shermanator,8,67591a9b6aaafcf8,Undecided,0,20,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,2,16,0,84,18,0
57,0,0,77,Age of Knights,1,0,shermanator,22,67591a9b6aaafcf8,Undecided,0,25,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,3,22,0,145,22,0
86,0,0,147,Age of Knights,1,0,shermanator,44,67591a9b6aaafcf8,Undecided,0,30,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,5,29,0,203,24,0
179,0,0,311,Age of Knights,1,0,shermanator,99,67591a9b6aaafcf8,Undecided,54,45,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,6,32,0,386,30,0
267,0,0,535,Age of Knights,1,0,shermanator,165,67591a9b6aaafcf8,Undecided,120,60,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,6,32,0,550,31,0
1,0,0,2,Age of Knights,2,1,Skyblayde,0,67591a9b6aaafcf8,Undecided,0,5,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,0,3,0,19,6,0
1,0,0,4,Age of Knights,2,1,Skyblayde,0,67591a9b6aaafcf8,Undecided,0,10,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,0,7,0,30,8,0
1,0,0,6,Age of Knights,2,1,Skyblayde,0,67591a9b6aaafcf8,Undecided,0,15,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,6,13,0,37,11,5
9,0,1,26,Age of Knights,2,1,Skyblayde,8,67591a9b6aaafcf8,Undecided,0,20,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,7,17,0,53,12,5
32,0,1,33,Age of Knights,2,1,Skyblayde,31,67591a9b6aaafcf8,Undecided,0,25,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,8,18,0,85,13,5
35,0,1,85,Age of Knights,2,1,Skyblayde,34,67591a9b6aaafcf8,Undecided,7,30,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,8,18,0,95,13,5
147,0,1,246,Age of Knights,2,1,Skyblayde,95,67591a9b6aaafcf8,Undecided,7,45,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,8,27,0,230,29,5
147,0,1,247,Age of Knights,2,1,Skyblayde,95,67591a9b6aaafcf8,Undecided,7,60,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,8,27,0,230,29,5
1,0,0,1,Age of Knights,3,2,Smashmore,0,67591a9b6aaafcf8,Undecided,0,5,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,0,1,1,18,4,0
1,0,0,1,Age of Knights,3,2,Smashmore,3,67591a9b6aaafcf8,Undecided,0,10,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,2,5,1,27,4,0
1,5,0,4,Age of Knights,3,2,Smashmore,6,67591a9b6aaafcf8,Undecided,0,15,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,3,10,1,37,6,0
1,10,0,4,Age of Knights,3,2,Smashmore,11,67591a9b6aaafcf8,Undecided,0,20,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,7,14,1,52,10,3
1,15,0,25,Age of Knights,3,2,Smashmore,15,67591a9b6aaafcf8,Undecided,0,25,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,10,20,1,67,13,5
8,25,0,37,Age of Knights,3,2,Smashmore,19,67591a9b6aaafcf8,Undecided,0,30,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,10,24,1,100,22,5
26,58,5,122,Age of Knights,3,2,Smashmore,46,67591a9b6aaafcf8,Undecided,0,45,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,27,45,1,191,30,15
36,95,9,216,Age of Knights,3,2,Smashmore,84,67591a9b6aaafcf8,Undecided,0,60,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,30,56,1,299,34,15
1,0,0,2,Age of Knights,4,3,Bushi,0,67591a9b6aaafcf8,Undecided,0,5,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,0,1,0,20,7,0
1,2,0,2,Age of Knights,4,3,Bushi,0,67591a9b6aaafcf8,Undecided,0,10,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,4,8,0,33,8,4
1,7,0,6,Age of Knights,4,3,Bushi,4,67591a9b6aaafcf8,Undecided,0,15,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,8,14,0,52,16,7
5,10,0,14,Age of Knights,4,3,Bushi,7,67591a9b6aaafcf8,Undecided,0,20,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,21,30,0,60,19,16
13,17,0,43,Age of Knights,4,3,Bushi,9,67591a9b6aaafcf8,Undecided,1,25,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,25,34,0,78,23,20
21,29,0,86,Age of Knights,4,3,Bushi,22,67591a9b6aaafcf8,Undecided,3,30,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,28,37,0,111,27,23
21,55,0,180,Age of Knights,4,3,Bushi,24,67591a9b6aaafcf8,Undecided,3,45,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,28,37,0,160,27,23
21,55,0,181,Age of Knights,4,3,Bushi,24,67591a9b6aaafcf8,Undecided,3,60,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,28,37,0,160,27,23
1,0,0,1,Age of Knights,5,4,ManJusaKaTT,0,67591a9b6aaafcf8,Undecided,0,5,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,0,1,1,19,12,0
2,2,0,1,Age of Knights,5,4,ManJusaKaTT,0,67591a9b6aaafcf8,Undecided,0,10,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,0,6,1,34,16,0
5,5,0,7,Age of Knights,5,4,ManJusaKaTT,0,67591a9b6aaafcf8,Undecided,0,15,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,0,10,1,48,25,0
6,9,0,20,Age of Knights,5,4,ManJusaKaTT,0,67591a9b6aaafcf8,Undecided,0,20,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,1,14,1,83,37,0
11,27,2,64,Age of Knights,5,4,ManJusaKaTT,0,67591a9b6aaafcf8,Undecided,3,25,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,1,14,1,115,44,0
14,53,3,125,Age of Knights,5,4,ManJusaKaTT,0,67591a9b6aaafcf8,Undecided,3,30,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,1,14,1,154,49,0
62,140,4,313,Age of Knights,5,4,ManJusaKaTT,0,67591a9b6aaafcf8,Undecided,3,45,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,2,17,1,329,56,0
99,207,4,426,Age of Knights,5,4,ManJusaKaTT,0,67591a9b6aaafcf8,Undecided,3,60,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,2,17,1,455,58,0
1,0,0,2,Age of Knights,6,5,Starkiller,0,67591a9b6aaafcf8,Undecided,0,5,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,0,2,1,20,12,0
1,0,0,4,Age of Knights,6,5,Starkiller,0,67591a9b6aaafcf8,Undecided,0,10,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,0,4,1,33,14,0
1,0,0,15,Age of Knights,6,5,Starkiller,0,67591a9b6aaafcf8,Undecided,0,15,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,1,11,1,64,15,0
1,0,1,49,Age of Knights,6,5,Starkiller,4,67591a9b6aaafcf8,Undecided,0,20,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,2,12,1,102,17,0
1,0,1,63,Age of Knights,6,5,Starkiller,4,67591a9b6aaafcf8,Undecided,0,25,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,19,32,1,126,19,13
1,0,1,131,Age of Knights,6,5,Starkiller,4,67591a9b6aaafcf8,Undecided,14,30,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,19,34,1,192,22,13
1,0,49,327,Age of Knights,6,5,Starkiller,4,67591a9b6aaafcf8,Undecided,41,45,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,21,42,1,369,22,13
1,0,65,468,Age of Knights,6,5,Starkiller,4,67591a9b6aaafcf8,Undecided,51,60,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (16).SC2Replay,21,42,1,515,23,13
1,0,0,1,Age of Knights,1,0,shermanator,0,afa8d3f691c00255,Undecided,0,5,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (17).SC2Replay,0,2,0,18,8,0
5,0,0,6,Age of Knights,1,0,shermanator,0,afa8d3f691c00255,Undecided,0,10,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (17).SC2Replay,1,8,0,35,10,0
16,0,0,11,Age of Knights,1,0,shermanator,0,afa8d3f691c00255,Undecided,0,15,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (17).SC2Replay,2,12,0,54,12,0
32,0,0,22,Age of Knights,1,0,shermanator,0,afa8d3f691c00255,Undecided,0,20,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (17).SC2Replay,8,20,0,73,12,5
53,0,0,32,Age of Knights,1,0,shermanator,0,afa8d3f691c00255,Undecided,0,25,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (17).SC2Replay,12,26,0,102,12,5
62,0,0,148,Age of Knights,1,0,shermanator,0,afa8d3f691c00255,Undecided,0,30,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (17).SC2Replay,15,29,0,126,13,7
62,0,0,170,Age of Knights,1,0,shermanator,0,afa8d3f691c00255,Undecided,0,45,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (17).SC2Replay,15,37,0,142,14,7
62,0,0,170,Age of Knights,1,0,shermanator,0,afa8d3f691c00255,Undecided,0,60,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (17).SC2Replay,15,37,0,142,14,7
1,0,0,0,Age of Knights,2,1,Destructo,0,afa8d3f691c00255,Undecided,0,5,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (17).SC2Replay,1,1,0,13,9,0
1,0,0,0,Age of Knights,2,1,Destructo,0,afa8d3f691c00255,Undecided,0,10,sherman_aok_replays.zip:Accounts/250707847/1-S2-1-4541527/Replays/Multiplayer/Age of Knights (17).SC2Replay,1,1,0,13,9,0
